Grade,Subject,Topic,SubTopic,Tag,channelID,channelTitle,title,description,link
5,Mathematics,Factors and Multiples,Introduction to factors and multiples,video,UCiTjCIT_9EXV1Wp1cY0zaUA,Don't Memorise,Multiples of a Number? How are Factors and Multiples related?,What are the multiples of a number? How are factors and multiples related? View this video to know the answers to these questions! To learn more about ...,https://www.youtube.com/watch?v=rUrLuTMq-sw
